Provider,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,IP_Total_Deductible,IP_Avg_Deductible,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,OP_Total_Deductible,OP_Avg_Deductible,Total_Unique_Beneficiaries,Total_Claim_Count,Total_Reimbursement,Total_Deductible,Claims_Per_Beneficiary,Reimbursement_Per_Beneficiary,Reimbursement_Per_Claim,IP_Claim_Share
PRV54062,2.0,2.0,15000.0,7500.0,2136.0,1068.0,9.0,8.0,2730.0,303.3333333333333,50.0,5.555555555555555,10,11.0,17730.0,2186.0,1.1,1773.0,1611.8181818181818,0.18181818181818182
PRV54063,1.0,1.0,3000.0,3000.0,1068.0,1068.0,16.0,12.0,5620.0,351.25,50.0,3.125,13,17.0,8620.0,1118.0,1.3076923076923077,663.0769230769231,507.05882352941177,0.058823529411764705
PRV54064,16.0,15.0,179000.0,11187.5,17088.0,1068.0,106.0,66.0,43200.0,407.54716981132077,810.0,7.6415094339622645,72,122.0,222200.0,17898.0,1.6944444444444444,3086.1111111111113,1821.311475409836,0.13114754098360656
PRV54065,24.0,20.0,238000.0,9916.666666666666,25632.0,1068.0,70.0,52.0,18620.0,266.0,110.0,1.5714285714285714,71,94.0,256620.0,25742.0,1.323943661971831,3614.3661971830984,2730.0,0.2553191489361702
PRV54066,0.0,0.0,0.0,0.0,0.0,0.0,148.0,110.0,41710.0,281.8243243243243,720.0,4.864864864864865,110,148.0,41710.0,720.0,1.3454545454545455,379.1818181818182,281.8243243243243,0.0
PRV54068,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,570.0,81.42857142857143,0.0,0.0,7,7.0,570.0,0.0,1.0,81.42857142857143,81.42857142857143,0.0
PRV54070,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,1177.0,393990.0,268.56850715746424,3780.0,2.576687116564417,1177,1467.0,393990.0,3780.0,1.2463891248937977,334.7408666100255,268.56850715746424,0.0
PRV54071,8.0,8.0,78000.0,9750.0,8544.0,1068.0,428.0,319.0,151020.0,352.85046728971963,940.0,2.196261682242991,325,436.0,229020.0,9484.0,1.3415384615384616,704.6769230769231,525.2752293577981,0.01834862385321101
PRV54072,6.0,6.0,99000.0,16500.0,6408.0,1068.0,24.0,20.0,6640.0,276.6666666666667,0.0,0.0,26,30.0,105640.0,6408.0,1.1538461538461537,4063.076923076923,3521.3333333333335,0.2
PRV54073,7.0,6.0,100000.0,14285.714285714286,7476.0,1068.0,37.0,24.0,16390.0,442.97297297297297,140.0,3.7837837837837838,28,44.0,116390.0,7616.0,1.5714285714285714,4156.785714285715,2645.2272727272725,0.1590909090909091
PRV54074,23.0,23.0,319000.0,13869.565217391304,23496.0,1068.0,90.0,87.0,23890.0,265.44444444444446,320.0,3.5555555555555554,109,113.0,342890.0,23816.0,1.036697247706422,3145.7798165137615,3034.424778761062,0.20353982300884957
PRV54075,32.0,31.0,286000.0,8937.5,33108.0,1068.0,1487.0,890.0,411520.0,276.7451244115669,4660.0,3.133826496301278,910,1519.0,697520.0,37768.0,1.6692307692307693,766.5054945054945,459.1968400263331,0.02106649111257406
PRV54076,9.0,9.0,78000.0,8666.666666666666,9612.0,1068.0,43.0,41.0,13970.0,324.8837209302326,140.0,3.255813953488372,50,52.0,91970.0,9752.0,1.04,1839.4,1768.6538461538462,0.17307692307692307
PRV54077,52.0,46.0,521000.0,10019.23076923077,53400.0,1068.0,24.0,24.0,16320.0,680.0,0.0,0.0,70,76.0,537320.0,53400.0,1.0857142857142856,7676.0,7070.0,0.6842105263157895
PRV54078,20.0,18.0,193000.0,9650.0,20292.0,1068.0,99.0,91.0,21380.0,215.95959595959596,530.0,5.353535353535354,109,119.0,214380.0,20822.0,1.091743119266055,1966.788990825688,1801.5126050420167,0.16806722689075632
PRV54080,0.0,0.0,0.0,0.0,0.0,0.0,573.0,261.0,176370.0,307.80104712041884,1250.0,2.181500872600349,261,573.0,176370.0,1250.0,2.1954022988505746,675.7471264367816,307.80104712041884,0.0
PRV54081,11.0,10.0,135000.0,12272.727272727272,11748.0,1068.0,3.0,3.0,200.0,66.66666666666667,0.0,0.0,13,14.0,135200.0,11748.0,1.0769230769230769,10400.0,9657.142857142857,0.7857142857142857
PRV54082,5.0,5.0,35000.0,7000.0,5340.0,1068.0,6.0,6.0,450.0,75.0,0.0,0.0,11,11.0,35450.0,5340.0,1.0,3222.7272727272725,3222.7272727272725,0.45454545454545453
PRV54083,8.0,8.0,60000.0,7500.0,8544.0,1068.0,271.0,167.0,73780.0,272.2509225092251,820.0,3.025830258302583,173,279.0,133780.0,9364.0,1.6127167630057804,773.2947976878613,479.4982078853047,0.02867383512544803
PRV54084,8.0,8.0,73000.0,9125.0,8544.0,1068.0,41.0,36.0,9310.0,227.0731707317073,120.0,2.926829268292683,43,49.0,82310.0,8664.0,1.1395348837209303,1914.1860465116279,1679.795918367347,0.16326530612244897
PRV54085,58.0,58.0,552000.0,9517.241379310344,61944.0,1068.0,176.0,143.0,50110.0,284.71590909090907,560.0,3.1818181818181817,197,234.0,602110.0,62504.0,1.1878172588832487,3056.395939086294,2573.119658119658,0.24786324786324787
PRV54086,0.0,0.0,0.0,0.0,0.0,0.0,66.0,60.0,12550.0,190.15151515151516,280.0,4.242424242424242,60,66.0,12550.0,280.0,1.1,209.16666666666666,190.15151515151516,0.0
PRV54089,7.0,7.0,76000.0,10857.142857142857,7476.0,1068.0,34.0,34.0,15230.0,447.94117647058823,280.0,8.235294117647058,41,41.0,91230.0,7756.0,1.0,2225.121951219512,2225.121951219512,0.17073170731707318
PRV54090,32.0,27.0,281000.0,8781.25,34176.0,1068.0,158.0,105.0,39740.0,251.51898734177215,600.0,3.7974683544303796,123,190.0,320740.0,34776.0,1.5447154471544715,2607.642276422764,1688.1052631578948,0.16842105263157894
PRV54091,0.0,0.0,0.0,0.0,0.0,0.0,112.0,76.0,22820.0,203.75,130.0,1.1607142857142858,76,112.0,22820.0,130.0,1.4736842105263157,300.2631578947368,203.75,0.0
PRV54092,0.0,0.0,0.0,0.0,0.0,0.0,481.0,401.0,141550.0,294.28274428274426,1760.0,3.6590436590436592,401,481.0,141550.0,1760.0,1.199501246882793,352.9925187032419,294.28274428274426,0.0
PRV54093,41.0,40.0,501700.0,12236.585365853658,42720.0,1068.0,48.0,46.0,13280.0,276.6666666666667,180.0,3.75,86,89.0,514980.0,42900.0,1.0348837209302326,5988.139534883721,5786.29213483146,0.4606741573033708
PRV54096,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,920.0,131.42857142857142,0.0,0.0,7,7.0,920.0,0.0,1.0,131.42857142857142,131.42857142857142,0.0
PRV54098,9.0,7.0,57080.0,6342.222222222223,8544.0,1068.0,247.0,93.0,63320.0,256.3562753036437,500.0,2.0242914979757085,96,256.0,120400.0,9044.0,2.6666666666666665,1254.1666666666667,470.3125,0.03515625
PRV54099,14.0,14.0,144000.0,10285.714285714286,14952.0,1068.0,203.0,90.0,43860.0,216.0591133004926,630.0,3.103448275862069,97,217.0,187860.0,15582.0,2.2371134020618557,1936.701030927835,865.7142857142857,0.06451612903225806
PRV54101,11.0,10.0,60000.0,5454.545454545455,11748.0,1068.0,18.0,18.0,5790.0,321.6666666666667,0.0,0.0,28,29.0,65790.0,11748.0,1.0357142857142858,2349.6428571428573,2268.6206896551726,0.3793103448275862
PRV54102,9.0,7.0,88000.0,9777.777777777777,8544.0,1068.0,14.0,11.0,12720.0,908.5714285714286,50.0,3.5714285714285716,18,23.0,100720.0,8594.0,1.2777777777777777,5595.555555555556,4379.130434782609,0.391304347826087
PRV54103,8.0,7.0,58000.0,7250.0,8544.0,1068.0,179.0,79.0,46930.0,262.1787709497207,290.0,1.6201117318435754,82,187.0,104930.0,8834.0,2.2804878048780486,1279.6341463414635,561.1229946524064,0.0427807486631016
PRV54106,5.0,5.0,62000.0,12400.0,5340.0,1068.0,34.0,32.0,7910.0,232.64705882352942,140.0,4.117647058823529,37,39.0,69910.0,5480.0,1.054054054054054,1889.4594594594594,1792.5641025641025,0.1282051282051282
PRV54107,0.0,0.0,0.0,0.0,0.0,0.0,147.0,129.0,44080.0,299.86394557823127,220.0,1.4965986394557824,129,147.0,44080.0,220.0,1.1395348837209303,341.70542635658916,299.86394557823127,0.0
PRV54109,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,4950.0,309.375,30.0,1.875,14,16.0,4950.0,30.0,1.1428571428571428,353.57142857142856,309.375,0.0
PRV54110,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,450.0,64.28571428571429,20.0,2.857142857142857,7,7.0,450.0,20.0,1.0,64.28571428571429,64.28571428571429,0.0
PRV54111,54.0,43.0,548000.0,10148.148148148148,57672.0,1068.0,195.0,138.0,42000.0,215.3846153846154,530.0,2.717948717948718,176,249.0,590000.0,58202.0,1.4147727272727273,3352.2727272727275,2369.4779116465866,0.21686746987951808
PRV54112,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,6590.0,212.58064516129033,40.0,1.2903225806451613,18,31.0,6590.0,40.0,1.7222222222222223,366.1111111111111,212.58064516129033,0.0
PRV54113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,60.0,0.0,0.0,1,1.0,60.0,0.0,1.0,60.0,60.0,0.0
PRV54114,3.0,3.0,20000.0,6666.666666666667,3204.0,1068.0,8.0,7.0,2790.0,348.75,140.0,17.5,9,11.0,22790.0,3344.0,1.2222222222222223,2532.222222222222,2071.818181818182,0.2727272727272727
PRV54115,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,170.0,42.5,0.0,0.0,4,4.0,170.0,0.0,1.0,42.5,42.5,0.0
PRV54116,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,1280.0,80.0,10.0,0.625,4,16.0,1280.0,10.0,4.0,320.0,80.0,0.0
PRV54117,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,320.0,53.333333333333336,0.0,0.0,6,6.0,320.0,0.0,1.0,53.333333333333336,53.333333333333336,0.0
PRV54118,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,470.0,58.75,100.0,12.5,8,8.0,470.0,100.0,1.0,58.75,58.75,0.0
PRV54119,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,1980.0,141.42857142857142,60.0,4.285714285714286,12,14.0,1980.0,60.0,1.1666666666666667,165.0,141.42857142857142,0.0
PRV54120,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1000.0,500.0,0.0,0.0,2,2.0,1000.0,0.0,1.0,500.0,500.0,0.0
PRV54121,0.0,0.0,0.0,0.0,0.0,0.0,48.0,19.0,15370.0,320.2083333333333,140.0,2.9166666666666665,19,48.0,15370.0,140.0,2.526315789473684,808.9473684210526,320.2083333333333,0.0
PRV54122,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,510.0,127.5,0.0,0.0,4,4.0,510.0,0.0,1.0,127.5,127.5,0.0
PRV54123,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,110.0,55.0,60.0,30.0,2,2.0,110.0,60.0,1.0,55.0,55.0,0.0
PRV54124,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,700.0,140.0,0.0,0.0,5,5.0,700.0,0.0,1.0,140.0,140.0,0.0
PRV54125,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,7180.0,652.7272727272727,0.0,0.0,10,11.0,7180.0,0.0,1.1,718.0,652.7272727272727,0.0
PRV54127,0.0,0.0,0.0,0.0,0.0,0.0,28.0,25.0,9100.0,325.0,0.0,0.0,25,28.0,9100.0,0.0,1.12,364.0,325.0,0.0
PRV54128,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,10440.0,386.6666666666667,0.0,0.0,9,27.0,10440.0,0.0,3.0,1160.0,386.6666666666667,0.0
PRV54129,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3120.0,624.0,0.0,0.0,5,5.0,3120.0,0.0,1.0,624.0,624.0,0.0
PRV54130,0.0,0.0,0.0,0.0,0.0,0.0,64.0,36.0,9210.0,143.90625,220.0,3.4375,36,64.0,9210.0,220.0,1.7777777777777777,255.83333333333334,143.90625,0.0
PRV54131,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,4010.0,167.08333333333334,10.0,0.4166666666666667,12,24.0,4010.0,10.0,2.0,334.1666666666667,167.08333333333334,0.0
PRV54132,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,530.0,106.0,0.0,0.0,5,5.0,530.0,0.0,1.0,106.0,106.0,0.0
PRV54133,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,3560.0,142.4,0.0,0.0,24,25.0,3560.0,0.0,1.0416666666666667,148.33333333333334,142.4,0.0
PRV54134,2.0,2.0,10000.0,5000.0,2136.0,1068.0,42.0,34.0,17250.0,410.7142857142857,70.0,1.6666666666666667,36,44.0,27250.0,2206.0,1.2222222222222223,756.9444444444445,619.3181818181819,0.045454545454545456
PRV54135,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,260.0,86.66666666666667,0.0,0.0,2,3.0,260.0,0.0,1.5,130.0,86.66666666666667,0.0
PRV54136,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,7570.0,252.33333333333334,120.0,4.0,16,30.0,7570.0,120.0,1.875,473.125,252.33333333333334,0.0
PRV54139,5.0,4.0,39000.0,7800.0,5340.0,1068.0,94.0,51.0,22480.0,239.14893617021278,180.0,1.9148936170212767,52,99.0,61480.0,5520.0,1.9038461538461537,1182.3076923076924,621.010101010101,0.050505050505050504
PRV54140,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,230.0,38.333333333333336,0.0,0.0,6,6.0,230.0,0.0,1.0,38.333333333333336,38.333333333333336,0.0
PRV54141,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,9100.0,293.5483870967742,10.0,0.3225806451612903,11,31.0,9100.0,10.0,2.8181818181818183,827.2727272727273,293.5483870967742,0.0
PRV54142,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,9940.0,355.0,100.0,3.5714285714285716,7,28.0,9940.0,100.0,4.0,1420.0,355.0,0.0
PRV54144,0.0,0.0,0.0,0.0,0.0,0.0,294.0,103.0,73130.0,248.74149659863946,830.0,2.82312925170068,103,294.0,73130.0,830.0,2.854368932038835,710.0,248.74149659863946,0.0
PRV54145,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6320.0,1053.3333333333333,20.0,3.3333333333333335,5,6.0,6320.0,20.0,1.2,1264.0,1053.3333333333333,0.0
PRV54146,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,240.0,48.0,0.0,0.0,3,5.0,240.0,0.0,1.6666666666666667,80.0,48.0,0.0
PRV54148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,90.0,0.0,0.0,1,1.0,90.0,0.0,1.0,90.0,90.0,0.0
PRV54149,5.0,3.0,32000.0,6400.0,5340.0,1068.0,11.0,11.0,2700.0,245.45454545454547,0.0,0.0,14,16.0,34700.0,5340.0,1.1428571428571428,2478.5714285714284,2168.75,0.3125
PRV54150,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,11020.0,440.8,170.0,6.8,24,25.0,11020.0,170.0,1.0416666666666667,459.1666666666667,440.8,0.0
PRV54153,3.0,3.0,40000.0,13333.333333333334,3204.0,1068.0,11.0,8.0,1410.0,128.1818181818182,0.0,0.0,11,14.0,41410.0,3204.0,1.2727272727272727,3764.5454545454545,2957.8571428571427,0.21428571428571427
PRV54154,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1640.0,136.66666666666666,0.0,0.0,11,12.0,1640.0,0.0,1.0909090909090908,149.0909090909091,136.66666666666666,0.0
PRV54155,1.0,1.0,13000.0,13000.0,1068.0,1068.0,50.0,29.0,11440.0,228.8,220.0,4.4,29,51.0,24440.0,1288.0,1.7586206896551724,842.7586206896551,479.2156862745098,0.0196078431372549
PRV54156,0.0,0.0,0.0,0.0,0.0,0.0,121.0,46.0,30480.0,251.900826446281,230.0,1.9008264462809918,46,121.0,30480.0,230.0,2.630434782608696,662.6086956521739,251.900826446281,0.0
PRV54157,0.0,0.0,0.0,0.0,0.0,0.0,130.0,51.0,27980.0,215.23076923076923,180.0,1.3846153846153846,51,130.0,27980.0,180.0,2.549019607843137,548.6274509803922,215.23076923076923,0.0
PRV54158,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2360.0,262.22222222222223,0.0,0.0,9,9.0,2360.0,0.0,1.0,262.22222222222223,262.22222222222223,0.0
PRV54159,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,14400.0,423.52941176470586,100.0,2.9411764705882355,22,34.0,14400.0,100.0,1.5454545454545454,654.5454545454545,423.52941176470586,0.0
PRV54160,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4370.0,485.55555555555554,0.0,0.0,9,9.0,4370.0,0.0,1.0,485.55555555555554,485.55555555555554,0.0
PRV54162,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,8160.0,255.0,40.0,1.25,18,32.0,8160.0,40.0,1.7777777777777777,453.3333333333333,255.0,0.0
PRV54163,0.0,0.0,0.0,0.0,0.0,0.0,41.0,24.0,8820.0,215.1219512195122,130.0,3.1707317073170733,24,41.0,8820.0,130.0,1.7083333333333333,367.5,215.1219512195122,0.0
PRV54164,1.0,1.0,4000.0,4000.0,1068.0,1068.0,1.0,1.0,100.0,100.0,0.0,0.0,2,2.0,4100.0,1068.0,1.0,2050.0,2050.0,0.5
PRV54166,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,6500.0,325.0,0.0,0.0,17,20.0,6500.0,0.0,1.1764705882352942,382.3529411764706,325.0,0.0
PRV54167,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1840.0,204.44444444444446,100.0,11.11111111111111,8,9.0,1840.0,100.0,1.125,230.0,204.44444444444446,0.0
PRV54168,1.0,1.0,7000.0,7000.0,1068.0,1068.0,66.0,38.0,27350.0,414.3939393939394,350.0,5.303030303030303,39,67.0,34350.0,1418.0,1.7179487179487178,880.7692307692307,512.6865671641791,0.014925373134328358
PRV54171,0.0,0.0,0.0,0.0,0.0,0.0,72.0,27.0,20740.0,288.05555555555554,330.0,4.583333333333333,27,72.0,20740.0,330.0,2.6666666666666665,768.1481481481482,288.05555555555554,0.0
PRV54172,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,140.0,70.0,0.0,0.0,2,2.0,140.0,0.0,1.0,70.0,70.0,0.0
PRV54173,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,640.0,91.42857142857143,0.0,0.0,7,7.0,640.0,0.0,1.0,91.42857142857143,91.42857142857143,0.0
PRV54175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,0.0,0.0,1,1.0,80.0,0.0,1.0,80.0,80.0,0.0
PRV54176,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1670.0,167.0,0.0,0.0,10,10.0,1670.0,0.0,1.0,167.0,167.0,0.0
PRV54177,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1100.0,550.0,0.0,0.0,2,2.0,1100.0,0.0,1.0,550.0,550.0,0.0
PRV54178,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,90.0,45.0,0.0,0.0,2,2.0,90.0,0.0,1.0,45.0,45.0,0.0
PRV54179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
PRV54180,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,150.0,75.0,0.0,0.0,2,2.0,150.0,0.0,1.0,75.0,75.0,0.0
PRV54181,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,190.0,47.5,0.0,0.0,4,4.0,190.0,0.0,1.0,47.5,47.5,0.0
PRV54182,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1750.0,437.5,0.0,0.0,4,4.0,1750.0,0.0,1.0,437.5,437.5,0.0
PRV54183,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4400.0,2200.0,0.0,0.0,2,2.0,4400.0,0.0,1.0,2200.0,2200.0,0.0
PRV54184,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,3560.0,356.0,0.0,0.0,8,10.0,3560.0,0.0,1.25,445.0,356.0,0.0
PRV54185,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,350.0,175.0,0.0,0.0,2,2.0,350.0,0.0,1.0,175.0,175.0,0.0
PRV54186,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,1730.0,157.27272727272728,0.0,0.0,7,11.0,1730.0,0.0,1.5714285714285714,247.14285714285714,157.27272727272728,0.0
PRV54187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,0.0,0.0,1,1.0,200.0,0.0,1.0,200.0,200.0,0.0
PRV54188,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3060.0,765.0,0.0,0.0,4,4.0,3060.0,0.0,1.0,765.0,765.0,0.0
PRV54191,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,360.0,180.0,0.0,0.0,2,2.0,360.0,0.0,1.0,180.0,180.0,0.0
PRV54192,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,890.0,445.0,0.0,0.0,2,2.0,890.0,0.0,1.0,445.0,445.0,0.0
PRV54193,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,4030.0,167.91666666666666,0.0,0.0,12,24.0,4030.0,0.0,2.0,335.8333333333333,167.91666666666666,0.0
PRV54194,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3630.0,518.5714285714286,0.0,0.0,7,7.0,3630.0,0.0,1.0,518.5714285714286,518.5714285714286,0.0
PRV54196,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4320.0,432.0,0.0,0.0,10,10.0,4320.0,0.0,1.0,432.0,432.0,0.0
PRV54197,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,850.0,60.714285714285715,0.0,0.0,12,14.0,850.0,0.0,1.1666666666666667,70.83333333333333,60.714285714285715,0.0
PRV54198,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,490.0,81.66666666666667,0.0,0.0,6,6.0,490.0,0.0,1.0,81.66666666666667,81.66666666666667,0.0
PRV54199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,0.0,0.0,1,1.0,40.0,0.0,1.0,40.0,40.0,0.0
PRV54200,13.0,13.0,173090.0,13314.615384615385,13884.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0,173090.0,13884.0,1.0,13314.615384615385,13314.615384615385,1.0
PRV54201,4.0,4.0,19600.0,4900.0,4272.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,19600.0,4272.0,1.0,4900.0,4900.0,1.0
PRV54202,10.0,10.0,137000.0,13700.0,9612.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,137000.0,9612.0,1.0,13700.0,13700.0,1.0
PRV54203,0.0,0.0,0.0,0.0,0.0,0.0,51.0,45.0,12930.0,253.52941176470588,160.0,3.1372549019607843,45,51.0,12930.0,160.0,1.1333333333333333,287.3333333333333,253.52941176470588,0.0
PRV54204,4.0,4.0,62200.0,15550.0,4272.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,62200.0,4272.0,1.0,15550.0,15550.0,1.0
PRV54205,9.0,8.0,65000.0,7222.222222222223,9612.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9.0,65000.0,9612.0,1.125,8125.0,7222.222222222223,1.0
PRV54206,1.0,1.0,10000.0,10000.0,1068.0,1068.0,43.0,40.0,11400.0,265.1162790697674,50.0,1.1627906976744187,41,44.0,21400.0,1118.0,1.0731707317073171,521.9512195121952,486.3636363636364,0.022727272727272728
PRV54207,0.0,0.0,0.0,0.0,0.0,0.0,41.0,32.0,6950.0,169.5121951219512,100.0,2.4390243902439024,32,41.0,6950.0,100.0,1.28125,217.1875,169.5121951219512,0.0
PRV54208,10.0,8.0,109300.0,10930.0,10680.0,1068.0,17.0,16.0,4860.0,285.88235294117646,0.0,0.0,24,27.0,114160.0,10680.0,1.125,4756.666666666667,4228.148148148148,0.37037037037037035
PRV54209,20.0,19.0,146600.0,7330.0,21360.0,1068.0,131.0,122.0,32300.0,246.5648854961832,470.0,3.5877862595419847,139,151.0,178900.0,21830.0,1.0863309352517985,1287.0503597122301,1184.76821192053,0.13245033112582782
PRV54210,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,4610.0,230.5,100.0,5.0,18,20.0,4610.0,100.0,1.1111111111111112,256.1111111111111,230.5,0.0
PRV54212,0.0,0.0,0.0,0.0,0.0,0.0,54.0,32.0,11920.0,220.74074074074073,0.0,0.0,32,54.0,11920.0,0.0,1.6875,372.5,220.74074074074073,0.0
PRV54213,21.0,19.0,160000.0,7619.047619047619,22428.0,1068.0,46.0,42.0,9320.0,202.6086956521739,90.0,1.9565217391304348,61,67.0,169320.0,22518.0,1.098360655737705,2775.7377049180327,2527.1641791044776,0.31343283582089554
PRV54215,14.0,11.0,142000.0,10142.857142857143,12816.0,1068.0,17.0,15.0,2370.0,139.41176470588235,60.0,3.5294117647058822,26,31.0,144370.0,12876.0,1.1923076923076923,5552.692307692308,4657.096774193548,0.45161290322580644
PRV54216,10.0,10.0,150000.0,15000.0,10680.0,1068.0,39.0,34.0,13340.0,342.05128205128204,0.0,0.0,43,49.0,163340.0,10680.0,1.1395348837209303,3798.6046511627906,3333.469387755102,0.20408163265306123
PRV54217,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,5260.0,175.33333333333334,100.0,3.3333333333333335,14,30.0,5260.0,100.0,2.142857142857143,375.7142857142857,175.33333333333334,0.0
PRV54219,0.0,0.0,0.0,0.0,0.0,0.0,101.0,33.0,18730.0,185.44554455445544,90.0,0.8910891089108911,33,101.0,18730.0,90.0,3.0606060606060606,567.5757575757576,185.44554455445544,0.0
PRV54220,8.0,7.0,165000.0,20625.0,7476.0,1068.0,24.0,23.0,20140.0,839.1666666666666,0.0,0.0,29,32.0,185140.0,7476.0,1.103448275862069,6384.137931034483,5785.625,0.25
PRV54222,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,3130.0,164.73684210526315,0.0,0.0,11,19.0,3130.0,0.0,1.7272727272727273,284.54545454545456,164.73684210526315,0.0
PRV54223,0.0,0.0,0.0,0.0,0.0,0.0,74.0,25.0,16480.0,222.7027027027027,160.0,2.1621621621621623,25,74.0,16480.0,160.0,2.96,659.2,222.7027027027027,0.0
PRV54224,0.0,0.0,0.0,0.0,0.0,0.0,43.0,23.0,15460.0,359.5348837209302,30.0,0.6976744186046512,23,43.0,15460.0,30.0,1.8695652173913044,672.1739130434783,359.5348837209302,0.0
PRV54225,0.0,0.0,0.0,0.0,0.0,0.0,104.0,59.0,53620.0,515.5769230769231,530.0,5.096153846153846,59,104.0,53620.0,530.0,1.7627118644067796,908.8135593220339,515.5769230769231,0.0
PRV54226,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,760.0,58.46153846153846,0.0,0.0,11,13.0,760.0,0.0,1.1818181818181819,69.0909090909091,58.46153846153846,0.0
PRV54227,0.0,0.0,0.0,0.0,0.0,0.0,53.0,47.0,7630.0,143.96226415094338,30.0,0.5660377358490566,47,53.0,7630.0,30.0,1.127659574468085,162.3404255319149,143.96226415094338,0.0
