Provider,Anomaly_Score,Anomaly_Flag,PotentialFraud,Fraud_Label
PRV54677,0.4541698001582255,0,No,0
PRV52599,0.4541281381320816,0,No,0
PRV52472,0.4540965544698448,0,No,0
PRV57057,0.454088181187444,0,No,0
PRV51929,0.4540729647527811,0,No,0
PRV55593,0.454055802620966,0,No,0
PRV51066,0.4539679440610364,0,No,0
PRV54439,0.4539189038947645,0,No,0
PRV57327,0.4539189038947645,0,No,0
PRV52410,0.4539038320114991,0,No,0
PRV51338,0.4538638110719978,0,Yes,1
PRV54361,0.4538467259157134,0,Yes,1
PRV54078,0.4538407405667319,0,No,0
PRV53048,0.4538172516349957,0,No,0
PRV53149,0.4538151552586159,0,No,0
PRV54943,0.4538132130439204,0,No,0
PRV56358,0.4537982805373556,0,No,0
PRV53814,0.4537798520781607,0,No,0
PRV52362,0.4537389296829449,0,No,0
PRV54757,0.4537319907861117,0,No,0
PRV52346,0.4536892922684465,0,No,0
PRV57415,0.4536653902225268,0,No,0
PRV57148,0.4536646197334331,0,No,0
PRV54662,0.453650628148507,0,No,0
PRV54381,0.4536137949894886,0,No,0
PRV55041,0.4536011927971435,0,No,0
PRV57547,0.4535952235937373,0,Yes,1
PRV55359,0.4535273156961755,0,No,0
PRV54118,0.4534937083978634,0,No,0
PRV51837,0.4534699089299113,0,No,0
PRV55925,0.4534620015762818,0,No,0
PRV52890,0.4534419140002145,0,No,0
PRV53248,0.453322016659068,0,No,0
PRV51621,0.453290563020642,0,No,0
PRV53435,0.4532891577646156,0,No,0
PRV51514,0.4532287211699334,0,No,0
PRV53176,0.4531900808239187,0,No,0
PRV51950,0.4531671919052439,0,No,0
PRV56026,0.4531554490633478,0,No,0
PRV52205,0.4531329468881235,0,No,0
PRV53613,0.4529656194459746,0,No,0
PRV57165,0.452958478627466,0,No,0
PRV54805,0.4529213192760328,0,No,0
PRV57321,0.4529107578526936,0,No,0
PRV53243,0.4528691927928279,0,No,0
PRV54157,0.4527908143010412,0,No,0
PRV51387,0.452773530153164,0,No,0
PRV51627,0.4527630169559156,0,No,0
PRV57476,0.4527515952895635,0,No,0
PRV51921,0.4527502663605021,0,No,0
PRV51491,0.4527464827583122,0,No,0
PRV55523,0.452738719263798,0,No,0
PRV55927,0.4527172915450469,0,No,0
PRV52771,0.4526914290694577,0,No,0
PRV54509,0.4526914290694577,0,No,0
PRV53548,0.4526914290694577,0,No,0
PRV55527,0.4526870490626108,0,No,0
PRV53235,0.4526870490626108,0,No,0
PRV52448,0.4526870490626108,0,No,0
PRV51584,0.4526536680539607,0,Yes,1
PRV57652,0.4525958206705032,0,No,0
PRV55398,0.4525156436409361,0,No,0
PRV51925,0.4524538023888146,0,No,0
PRV54247,0.4523988931654344,0,No,0
PRV51797,0.4523768353778254,0,No,0
PRV55859,0.452319629034537,0,No,0
PRV52748,0.4523013167171467,0,No,0
PRV54767,0.4522768869724845,0,No,0
PRV54177,0.4522700275688791,0,No,0
PRV57529,0.4522284016457844,0,No,0
PRV52227,0.4521610484040229,0,No,0
PRV51364,0.4520587603660624,0,No,0
PRV53919,0.4520270346208855,0,Yes,1
PRV51168,0.4520131617117686,0,No,0
PRV51475,0.4519889157267347,0,No,0
PRV53337,0.4519769497276839,0,No,0
PRV56684,0.4519316603307353,0,No,0
PRV51606,0.4518707845608,0,No,0
PRV52166,0.4518339220532806,0,No,0
PRV55986,0.4518295571553928,0,No,0
PRV51645,0.4518293028295588,0,No,0
PRV54141,0.4517577311539109,0,No,0
PRV52986,0.4516822919070001,0,No,0
PRV53963,0.4516487088204313,0,No,0
PRV53582,0.4516302724525534,0,No,0
PRV52508,0.4515789388592999,0,No,0
PRV55522,0.4515658590902018,0,No,0
PRV57600,0.4515140836718244,0,No,0
PRV53276,0.4515022321553708,0,No,0
PRV54349,0.4514187639522125,0,No,0
PRV54457,0.4513674069902456,0,No,0
PRV55836,0.451353741806531,0,No,0
PRV57437,0.4513531898351592,0,No,0
PRV55867,0.4512361772284197,0,No,0
PRV53972,0.4511911623721887,0,No,0
PRV56165,0.4511910146290726,0,No,0
PRV53616,0.4511888834323178,0,No,0
PRV56643,0.4511854607682192,0,No,0
PRV55843,0.4510941640538139,0,No,0
PRV57352,0.4510751891017235,0,No,0
PRV54434,0.4510576483012952,0,No,0
PRV54991,0.4510422434125011,0,No,0
PRV55717,0.4510290981698667,0,No,0
PRV51593,0.4510169279036896,0,Yes,1
PRV56970,0.4509611214066484,0,No,0
PRV51455,0.4509539390483322,0,No,0
PRV53791,0.4508971911132646,0,No,0
PRV52562,0.450894406329234,0,No,0
PRV53179,0.4508813389156052,0,No,0
PRV53055,0.4508290055647047,0,No,0
PRV53349,0.4508090461670913,0,No,0
PRV56257,0.4507510058226046,0,Yes,1
PRV54482,0.450747064129816,0,No,0
PRV52217,0.4507464907752855,0,No,0
PRV56228,0.4507381833617708,0,No,0
PRV57578,0.4507345007718312,0,No,0
PRV56337,0.4507345007718312,0,No,0
PRV52584,0.4507265855755575,0,No,0
PRV55042,0.4507165287039248,0,No,0
PRV56696,0.4507162524432968,0,No,0
PRV54783,0.4507131643466424,0,No,0
PRV54089,0.4507076750400818,0,No,0
PRV54188,0.4506459012804665,0,No,0
PRV54846,0.4506148916935684,0,No,0
PRV53539,0.4506000489529895,0,No,0
PRV56394,0.4505839394964681,0,No,0
PRV51277,0.4504956738936798,0,No,0
PRV52641,0.4504485473437644,0,No,0
PRV54463,0.4503600274380149,0,No,0
PRV54678,0.4503544977606634,0,No,0
PRV51896,0.4503470979765816,0,No,0
PRV53785,0.4503359507447042,0,No,0
PRV52113,0.4503163060869644,0,No,0
PRV54375,0.4502888674733978,0,No,0
PRV54156,0.4502661397371026,0,No,0
PRV54798,0.450250365120337,0,No,0
PRV57126,0.4502474417333152,0,No,0
PRV55884,0.4502432848876158,0,No,0
PRV55690,0.4502309654232301,0,No,0
PRV54985,0.4502284183814868,0,No,0
PRV55024,0.4501961689808557,0,No,0
PRV56412,0.4501696719930358,0,No,0
PRV54558,0.4500563649447291,0,No,0
PRV54328,0.450016251698807,0,No,0
PRV52715,0.450008494800298,0,No,0
PRV52193,0.4499958778895153,0,No,0
PRV51153,0.4499956155199751,0,No,0
PRV52855,0.4499445101610602,0,No,0
PRV56236,0.4499394747274851,0,No,0
PRV57410,0.449876384738373,0,No,0
PRV52334,0.4498731648716157,0,No,0
PRV52713,0.4498419094494055,0,No,0
PRV54977,0.4498143899666476,0,No,0
PRV51070,0.4498116591479298,0,No,0
PRV51139,0.4498005042384467,0,No,0
PRV51444,0.4497101159625644,0,No,0
PRV56655,0.4496915919832341,0,No,0
PRV57307,0.4496666407549592,0,No,0
PRV53111,0.4496659840415134,0,No,0
PRV54363,0.4496469094936472,0,No,0
PRV54916,0.4495764487127062,0,No,0
PRV55703,0.4493772218380004,0,No,0
PRV56376,0.449365921530016,0,No,0
PRV52373,0.4493027755827319,0,No,0
PRV54274,0.4492141796249516,0,No,0
PRV51008,0.4492108581823872,0,No,0
PRV57350,0.4491026506876682,0,No,0
PRV57149,0.4490963078194764,0,No,0
PRV51355,0.4490170394073014,0,No,0
PRV51427,0.4490032419109048,0,No,0
PRV51336,0.4489837802199855,0,No,0
PRV55896,0.4489807499148657,0,Yes,1
PRV56385,0.4489798228742714,0,No,0
PRV51344,0.4489054362195157,0,No,0
PRV52876,0.448891068909717,0,No,0
PRV53933,0.4488801562880536,0,No,0
PRV52160,0.4488520053505566,0,No,0
PRV55180,0.4488443262505093,0,No,0
PRV53144,0.4488269775520895,0,No,0
PRV52760,0.4488159538588267,0,No,0
PRV51242,0.44878577460994,0,Yes,1
PRV53025,0.4487793890728554,0,No,0
PRV57109,0.448760511590078,0,No,0
PRV56388,0.448756529982919,0,No,0
PRV57320,0.4487449913655589,0,No,0
PRV51296,0.4487045023000209,0,No,0
PRV56616,0.4486782763584088,0,Yes,1
PRV52058,0.448615535174248,0,No,0
PRV55710,0.4486028945989753,0,No,0
PRV53931,0.4485973160387634,0,No,0
PRV56789,0.4485879535006004,0,No,0
PRV55755,0.4485273670800773,0,No,0
PRV53177,0.4485205703660452,0,No,0
PRV54959,0.4485199837551842,0,No,0
PRV51389,0.4485173794757416,0,No,0
PRV56531,0.4485094983081675,0,No,0
PRV53261,0.4484223483507896,0,No,0
PRV54110,0.4483804557870082,0,No,0
PRV56766,0.4483688538192352,0,No,0
PRV51322,0.4483297077123496,0,No,0
PRV57486,0.4483056899142553,0,No,0
PRV51430,0.4482778571954323,0,No,0
PRV55272,0.4482422760282521,0,No,0
PRV51190,0.4481807619674202,0,No,0
PRV55214,0.4481661873916636,0,No,0
PRV57515,0.4481600051331366,0,No,0
PRV52357,0.4481178933276105,0,No,0
PRV55063,0.4480515072135495,0,No,0
PRV57356,0.4480438923943089,0,No,0
PRV56209,0.4479765245205533,0,No,0
PRV55116,0.4479717987810637,0,No,0
PRV52049,0.4479598551561737,0,No,0
PRV53340,0.4478606980928761,0,No,0
PRV56407,0.4478032985300471,0,No,0
PRV55705,0.447788567885247,0,No,0
PRV55760,0.4476801074552097,0,No,0
PRV51596,0.4476707387846939,0,No,0
PRV56937,0.4476519821155555,0,No,0
PRV57645,0.4476436720929635,0,No,0
PRV57521,0.4476369973295301,0,No,0
PRV56701,0.4475628600282291,0,No,0
PRV53099,0.4474843976751458,0,No,0
PRV51654,0.4474843976751458,0,No,0
PRV52500,0.4474550961787054,0,No,0
PRV51727,0.4474199776172064,0,No,0
PRV57273,0.4474172329938777,0,No,0
PRV57484,0.4474172329938777,0,No,0
PRV53205,0.4474053886019391,0,No,0
PRV54776,0.4473507738752925,0,No,0
PRV52835,0.4473190855760585,0,No,0
PRV56563,0.4472646403158293,0,No,0
PRV53555,0.4472441977724944,0,No,0
PRV52130,0.4471823095439976,0,No,0
PRV54568,0.4471800495305648,0,No,0
PRV54595,0.447165858960397,0,No,0
PRV53180,0.447139820410271,0,No,0
PRV56966,0.4471328643905987,0,No,0
PRV52671,0.4471328643905987,0,No,0
PRV54968,0.4471105165270564,0,No,0
PRV56461,0.4470387779511003,0,No,0
PRV51993,0.4470008097110025,0,No,0
PRV53730,0.4470008097110025,0,No,0
PRV55579,0.4468862442325264,0,No,0
PRV51884,0.4468297328559488,0,No,0
PRV56171,0.4468238787939763,0,No,0
PRV54645,0.4468025487316061,0,No,0
PRV54563,0.4467832280779845,0,No,0
PRV56580,0.4467810426770807,0,No,0
PRV51525,0.4467712079000556,0,No,0
PRV51841,0.4467671714320213,0,No,0
PRV53909,0.4466803757645432,0,No,0
PRV53465,0.4466712837821845,0,No,0
PRV57205,0.4466672684335439,0,No,0
PRV51036,0.4466411168866299,0,No,0
PRV55210,0.4465761093485239,0,No,0
PRV52331,0.4465415663504364,0,No,0
PRV53578,0.4465171514265243,0,No,0
PRV51415,0.4464355444865013,0,No,0
PRV56473,0.446420263943804,0,No,0
PRV53210,0.4464032686660225,0,No,0
PRV52062,0.4463968331390585,0,No,0
PRV57580,0.4463897343533635,0,No,0
PRV52084,0.4463858420495691,0,No,0
PRV56671,0.4463768691056439,0,No,0
PRV56458,0.4463756303386996,0,No,0
PRV52251,0.4463353394110184,0,No,0
PRV52823,0.4463267036176996,0,No,0
PRV51090,0.4463094182611091,0,No,0
PRV51428,0.4462980751579534,0,No,0
PRV54040,0.4461436998573953,0,No,0
PRV57613,0.4461436998573953,0,No,0
PRV54937,0.4461155575771894,0,No,0
PRV56840,0.4460950976078461,0,No,0
PRV51693,0.4460917170580183,0,No,0
PRV52872,0.4460516044747142,0,No,0
PRV56484,0.446046334126133,0,No,0
PRV57673,0.4459804666709608,0,No,0
PRV57618,0.4459645249439383,0,No,0
PRV56729,0.4458991687681794,0,No,0
PRV55235,0.4458546670186811,0,No,0
PRV57168,0.4458097034151507,0,No,0
PRV55208,0.4457911450803866,0,No,0
PRV51203,0.4457665855060748,0,No,0
PRV54120,0.4457588133277138,0,No,0
PRV52644,0.4457578750326166,0,No,0
PRV52111,0.4457029662821439,0,No,0
PRV53494,0.4455487077457277,0,No,0
PRV56845,0.4455343320874188,0,No,0
PRV57343,0.445527066378366,0,No,0
PRV54479,0.4454991180660873,0,No,0
PRV51552,0.4454254698932264,0,No,0
PRV51074,0.4454013914717242,0,No,0
PRV53139,0.4452815970302232,0,No,0
PRV54960,0.4452579649602453,0,No,0
PRV55396,0.4452554189270054,0,No,0
PRV53705,0.4451287890011068,0,No,0
PRV51483,0.4450960226413696,0,No,0
PRV52905,0.4450710359566837,0,No,0
PRV54803,0.4449268176846032,0,No,0
PRV53729,0.4449268176846032,0,No,0
PRV57289,0.4448448065935145,0,No,0
PRV55617,0.4448330894889922,0,No,0
PRV53812,0.4448330894889922,0,No,0
PRV52777,0.4448330894889922,0,No,0
PRV56880,0.4448330894889922,0,No,0
PRV52315,0.4448229984519783,0,No,0
PRV52107,0.444761020879082,0,No,0
PRV54352,0.4447503660439897,0,No,0
PRV57269,0.4447476285864917,0,No,0
PRV56299,0.4447311531417991,0,No,0
PRV52961,0.4447311531417991,0,No,0
PRV52792,0.4447311531417991,0,No,0
PRV51624,0.4447311531417991,0,No,0
PRV51356,0.4447209061651486,0,No,0
PRV51114,0.4447038911413881,0,No,0
PRV51401,0.4446910533621927,0,Yes,1
PRV56510,0.4446046871219192,0,No,0
PRV55655,0.4444689933242607,0,No,0
PRV57721,0.4444689933242607,0,No,0
PRV55106,0.4444461155988524,0,No,0
PRV53873,0.4444242143465122,0,No,0
PRV54793,0.4444141670078931,0,No,0
PRV55592,0.4444059939740207,0,No,0
PRV51279,0.4443885984533304,0,No,0
PRV54716,0.4443643248558391,0,No,0
PRV51111,0.4443245505450893,0,No,0
PRV53943,0.4442808620130599,0,No,0
PRV53408,0.4442216325664869,0,No,0
PRV54232,0.4442112500570114,0,No,0
PRV52865,0.4441783644633942,0,No,0
PRV52647,0.4441418215025017,0,No,0
PRV54691,0.4441042520983929,0,No,0
PRV51935,0.4440996436825983,0,No,0
PRV56574,0.4440599705882499,0,No,0
PRV51573,0.4440500938548093,0,No,0
PRV54764,0.4440397700666655,0,No,0
PRV51546,0.4440054738135694,0,No,0
PRV52858,0.4439825180693547,0,No,0
PRV53298,0.4439436908824103,0,No,0
PRV52138,0.4439328321550861,0,No,0
PRV55256,0.4438636364732554,0,No,0
PRV55397,0.4438268563150825,0,No,0
PRV51144,0.4438203402650766,0,No,0
PRV52784,0.4437952401484227,0,No,0
PRV57217,0.4437875065435399,0,No,0
PRV57181,0.4437739787422678,0,No,0
PRV57167,0.4437533637863208,0,Yes,1
PRV52869,0.4437514400610468,0,No,0
PRV51241,0.443637732672413,0,No,0
PRV55847,0.4436248040654018,0,No,0
PRV51540,0.4434907458603027,0,No,0
PRV52435,0.4434612830027941,0,No,0
PRV53608,0.4434278207412249,0,No,0
PRV56045,0.4431690750214053,0,No,0
PRV53016,0.4431518705634852,0,No,0
PRV51383,0.4431414018945447,0,No,0
PRV56528,0.4431202722626636,0,No,0
PRV52380,0.4431079547090006,0,No,0
PRV51060,0.4430968426645552,0,No,0
PRV51532,0.4430962489999638,0,No,0
PRV52235,0.4430785558677147,0,No,0
PRV56721,0.4430047802993767,0,No,0
PRV54771,0.4429581868090364,0,Yes,1
PRV52219,0.4429540426227693,0,No,0
PRV57760,0.4429382900190728,0,No,0
PRV51276,0.4429219441667299,0,No,0
PRV53485,0.4428861102444751,0,No,0
PRV55759,0.4428734147067784,0,No,0
PRV55819,0.4428640363610756,0,No,0
PRV52703,0.4428600180667509,0,No,0
PRV51492,0.4427912297015443,0,No,0
PRV53290,0.4427759328754867,0,No,0
PRV54465,0.4427229354202733,0,No,0
PRV51608,0.4427096453571691,0,No,0
PRV53986,0.4426719274887633,0,No,0
PRV51780,0.442621604142456,0,No,0
PRV53306,0.4425336247525018,0,No,0
PRV51877,0.4424969803035656,0,No,0
PRV52180,0.4423936888171341,0,No,0
PRV53167,0.4423495525495435,0,No,0
PRV53426,0.4423469375879541,0,No,0
PRV52304,0.4423407226347565,0,No,0
PRV52155,0.4423231947319561,0,No,0
PRV56281,0.4423219832912161,0,No,0
PRV53456,0.4422972937708185,0,No,0
PRV57669,0.4422932444382509,0,No,0
PRV51778,0.4422932444382509,0,No,0
PRV54475,0.4422789980978318,0,No,0
PRV52999,0.4422457533721863,0,No,0
PRV51466,0.4421991564751071,0,No,0
PRV51518,0.4421805435237646,0,No,0
PRV51568,0.4421186235325268,0,No,0
PRV51243,0.4421047926936647,0,No,0
PRV55556,0.4420628479983371,0,No,0
PRV53916,0.4420586416475241,0,No,0
PRV53329,0.442037969874972,0,No,0
PRV57433,0.4420288481260802,0,No,0
PRV52963,0.4419090997085609,0,No,0
PRV51266,0.4418320493776241,0,No,0
PRV56413,0.4418045231349327,0,No,0
PRV57446,0.4417576398875545,0,No,0
PRV57732,0.4417522642330075,0,No,0
PRV53816,0.4416967162254511,0,No,0
PRV54273,0.4416775330526399,0,No,0
PRV53731,0.4415779404067365,0,No,0
PRV51487,0.4415333561268552,0,No,0
PRV55770,0.4414772834825339,0,No,0
PRV55557,0.441455113017467,0,No,0
PRV52165,0.4414222160057733,0,Yes,1
PRV54710,0.4413810747745425,0,No,0
PRV56843,0.4413810747745425,0,No,0
PRV53498,0.4413810747745425,0,No,0
PRV54759,0.4413621051383279,0,No,0
PRV57303,0.4413419903133516,0,No,0
PRV52774,0.4412928720859141,0,No,0
PRV51409,0.4412928720859141,0,No,0
PRV51098,0.4412928720859141,0,No,0
PRV54491,0.4411437072068879,0,No,0
PRV54528,0.441142733232011,0,No,0
PRV56115,0.4411216723328668,0,No,0
PRV57216,0.4410707027543597,0,No,0
PRV51371,0.4410453898770302,0,No,0
PRV51282,0.4410129698183028,0,No,0
PRV54548,0.440986187154371,0,No,0
PRV54192,0.4409843898015054,0,No,0
PRV54130,0.440975490481768,0,No,0
PRV52211,0.4409585086224786,0,No,0
PRV52052,0.4409157883583809,0,No,0
PRV51516,0.4408977240222759,0,No,0
PRV56518,0.4408931241867623,0,No,0
PRV51751,0.4408931241867623,0,No,0
PRV55646,0.4408451343762673,0,No,0
PRV51167,0.4408443624675837,0,No,0
PRV52323,0.4408165895413536,0,No,0
PRV57557,0.4407815633698451,0,No,0
PRV56628,0.440733595953281,0,No,0
PRV53448,0.4407281932694741,0,No,0
PRV51437,0.4407279114588865,0,No,0
PRV53296,0.4407189084514324,0,No,0
PRV55728,0.4406772932020796,0,No,0
PRV55641,0.440676473401643,0,No,0
PRV52602,0.4406656068311809,0,No,0
PRV54521,0.4405964259968224,0,No,0
PRV55003,0.4404974880251616,0,No,0
PRV51580,0.4404538061864789,0,No,0
PRV56522,0.440354482381192,0,No,0
PRV57156,0.4403487845327531,0,No,0
PRV57657,0.4403239014865665,0,No,0
PRV53531,0.4402974097209258,0,No,0
PRV51845,0.4402768169352379,0,No,0
PRV52121,0.4402106744497308,0,No,0
PRV56716,0.4401432543831883,0,No,0
PRV54889,0.4400784145613188,0,No,0
PRV56809,0.4400475486550853,0,No,0
PRV54622,0.4399759442705802,0,No,0
PRV55968,0.4399286634137436,0,No,0
PRV54526,0.4399088420511201,0,No,0
PRV53229,0.4398406893916403,0,No,0
PRV55930,0.439830206218064,0,No,0
PRV51515,0.4397356421176962,0,No,0
PRV51315,0.4397342568940862,0,No,0
PRV51486,0.439672693168024,0,No,0
PRV55441,0.4396704378715483,0,No,0
PRV54287,0.4396582269038036,0,No,0
PRV51218,0.4396230331738721,0,No,0
PRV56791,0.4395833912857435,0,No,0
PRV55753,0.439539948695542,0,No,0
PRV53878,0.4394865590962178,0,No,0
PRV53549,0.439486359686155,0,No,0
PRV56934,0.439486359686155,0,No,0
PRV53108,0.4393978039263359,0,No,0
PRV56708,0.4393315166947654,0,No,0
PRV56811,0.4393072501985348,0,No,0
PRV52851,0.4392899585191087,0,No,0
PRV57404,0.439278979188662,0,No,0
PRV54907,0.439270928484884,0,No,0
PRV52557,0.439269835123812,0,No,0
PRV57247,0.439269835123812,0,No,0
PRV51917,0.439269835123812,0,No,0
PRV56184,0.4392278879387553,0,No,0
PRV51027,0.4392007958256119,0,No,0
PRV57150,0.4392001002363827,0,No,0
PRV52470,0.4391488132521036,0,No,0
PRV56071,0.4391488132521036,0,No,0
PRV53096,0.4391268720320417,0,No,0
PRV53941,0.4391217465618465,0,No,0
PRV55434,0.4390351081959766,0,No,0
PRV55673,0.4389942199190992,0,Yes,1
PRV56986,0.4389526932912785,0,No,0
PRV57005,0.4389526932912785,0,No,0
PRV52374,0.4388842409454359,0,No,0
PRV51895,0.4388703089322218,0,No,0
PRV53684,0.438847010740494,0,No,0
PRV52488,0.4387271311745001,0,No,0
PRV57373,0.438705016810087,0,No,0
PRV57336,0.4387015936220098,0,No,0
PRV51673,0.438669701621353,0,No,0
PRV52520,0.438628130136704,0,No,0
PRV52552,0.4385697275713223,0,No,0
PRV56998,0.438500431841026,0,No,0
PRV51706,0.438500431841026,0,No,0
PRV52167,0.438454674157231,0,No,0
PRV52055,0.4384247855918636,0,No,0
PRV55083,0.4383748370011621,0,No,0
PRV56935,0.4382970616897371,0,No,0
PRV54743,0.4382937563220955,0,Yes,1
PRV54741,0.4382803320029291,0,No,0
PRV57675,0.4382378374917913,0,No,0
PRV57182,0.4382356181253577,0,No,0
PRV54768,0.4382165465380619,0,No,0
PRV57596,0.4381958567543046,0,No,0
PRV53840,0.438164410192306,0,No,0
PRV53622,0.438164410192306,0,No,0
PRV53376,0.4381548686581306,0,No,0
PRV55743,0.4381537333925639,0,No,0
PRV54029,0.438072532347703,0,No,0
PRV55419,0.4379716577219518,0,No,0
PRV51004,0.4379223186419984,0,No,0
PRV54370,0.4378743888301188,0,No,0
PRV55168,0.4378278695208907,0,No,0
PRV55511,0.4378203762163125,0,No,0
PRV53423,0.4377482744063828,0,No,0
PRV52355,0.4376704387714541,0,No,0
PRV53631,0.4376684725767525,0,No,0
PRV53474,0.4376684725767525,0,No,0
PRV56023,0.4376114834503442,0,Yes,1
PRV52991,0.4376062578254202,0,No,0
PRV56185,0.4376027810770857,0,No,0
PRV55285,0.4376027810770857,0,No,0
PRV56102,0.437532845146336,0,No,0
PRV57233,0.4374367407040903,0,No,0
PRV56683,0.437405207588018,0,No,0
PRV55058,0.4373914682087962,0,No,0
PRV55451,0.4373894942812716,0,No,0
PRV52037,0.4373742879709403,0,No,0
PRV51448,0.4372974455849102,0,No,0
PRV57471,0.4371926574230115,0,No,0
PRV54185,0.4371926574230115,0,No,0
PRV51329,0.4371911497495853,0,No,0
PRV57159,0.4371855294026774,0,No,0
PRV54891,0.4371810607393301,0,No,0
PRV51838,0.4371806271795452,0,No,0
PRV52400,0.437173790920204,0,No,0
PRV56949,0.437084770421019,0,No,0
PRV53268,0.4370741350407122,0,No,0
PRV56453,0.43706514438578,0,No,0
PRV56719,0.4370487715473959,0,Yes,1
PRV56468,0.4370403344496938,0,No,0
PRV54402,0.4370323971735682,0,No,0
PRV53028,0.4370312147295119,0,No,0
PRV52751,0.4370312147295119,0,No,0
PRV57322,0.4370249141115237,0,No,0
PRV52907,0.4369778097770675,0,No,0
PRV54106,0.4369277265504399,0,No,0
PRV56978,0.4367185323875825,0,No,0
PRV52233,0.4366749988710359,0,No,0
PRV52252,0.4366334815077538,0,No,0
PRV53806,0.4366267080151796,0,No,0
PRV55291,0.4365358113079778,0,No,0
PRV54171,0.4365228905644838,0,No,0
PRV54014,0.4364952166595389,0,No,0
PRV53793,0.43647813440074,0,No,0
PRV56832,0.4364627746257591,0,No,0
PRV56049,0.4364080471830379,0,No,0
PRV52945,0.4364046065254216,0,No,0
PRV56951,0.4363854290477017,0,No,0
PRV53525,0.4363555611170197,0,No,0
PRV53838,0.4363476467779795,0,No,0
PRV54191,0.436267067520775,0,No,0
PRV55329,0.436267067520775,0,No,0
PRV56004,0.4362650652974343,0,No,0
PRV56509,0.4362173618947116,0,No,0
PRV51015,0.4362059582504479,0,No,0
PRV56177,0.436194406435776,0,No,0
PRV55207,0.4361919801621737,0,No,0
PRV57595,0.4361389811177742,0,No,0
PRV52726,0.4361186482762852,0,No,0
PRV52940,0.4360865409823026,0,No,0
PRV53399,0.4360858316211177,0,Yes,1
PRV54084,0.4360753530849814,0,No,0
PRV56833,0.4360601739810721,0,No,0
PRV53120,0.4360478479310778,0,No,0
PRV56881,0.4359801280917887,0,No,0
PRV56691,0.4359058057252618,0,No,0
PRV55886,0.4359058057252618,0,No,0
PRV54198,0.4358971921678519,0,No,0
PRV55108,0.4358024722296463,0,No,0
PRV56864,0.435793489895186,0,No,0
PRV54490,0.4357058867245202,0,No,0
PRV54604,0.4357014206883328,0,No,0
PRV56233,0.4356765804790546,0,No,0
PRV54468,0.4356251110623861,0,No,0
PRV57692,0.435589761793417,0,No,0
PRV57140,0.435589761793417,0,No,0
PRV53387,0.4355584277191601,0,No,0
PRV57363,0.4355558076984041,0,No,0
PRV55631,0.4355558076984041,0,No,0
PRV52744,0.4355558076984041,0,No,0
PRV52596,0.4355558076984041,0,No,0
PRV54307,0.4355558076984041,0,No,0
PRV57705,0.4355558076984041,0,No,0
PRV54854,0.4355060124785707,0,No,0
PRV56771,0.4354837436386364,0,No,0
PRV53864,0.4354837436386364,0,No,0
PRV55549,0.4354684357497518,0,No,0
PRV55950,0.435460412649923,0,No,0
PRV56347,0.4353001085727811,0,No,0
PRV55366,0.4352825997989271,0,No,0
PRV53359,0.4352571294091004,0,No,0
PRV51699,0.4352380840250185,0,No,0
PRV56997,0.4351558895441892,0,No,0
PRV55239,0.4351490952124134,0,No,0
PRV56846,0.4350957704974822,0,No,0
PRV53085,0.4350740392202657,0,No,0
PRV53467,0.4349274028164693,0,No,0
PRV52964,0.4347260660735887,0,No,0
PRV54076,0.4347101105535966,0,No,0
PRV53259,0.4346104322638037,0,No,0
PRV55371,0.434608975379484,0,No,0
PRV56672,0.4346078728106912,0,No,0
PRV57365,0.4345803818406031,0,No,0
PRV57108,0.4345654504421648,0,No,0
PRV55584,0.434526309198601,0,No,0
PRV52752,0.4343839486236358,0,No,0
PRV53619,0.4343839486236358,0,No,0
PRV53651,0.4343520713746906,0,No,0
PRV53247,0.4343365342668115,0,No,0
PRV54312,0.4343307913120066,0,No,0
PRV51735,0.4343307913120066,0,No,0
PRV56267,0.4343307913120066,0,No,0
PRV53125,0.4342101760316742,0,No,0
PRV53589,0.4342101760316742,0,No,0
PRV54800,0.4342101760316742,0,No,0
PRV52729,0.4342101760316742,0,No,0
PRV53966,0.4342101760316742,0,No,0
PRV51130,0.4341919886558857,0,No,0
PRV53794,0.4341779159994064,0,No,0
PRV54271,0.4339627573899394,0,No,0
PRV52704,0.4338971109875312,0,No,0
PRV54483,0.4338348690234764,0,No,0
PRV55602,0.4338249203838358,0,No,0
PRV52745,0.4337955346441096,0,No,0
PRV57588,0.4336635005151367,0,No,0
PRV57250,0.4336401382902783,0,No,0
PRV56586,0.4336269857784728,0,No,0
PRV53479,0.4336264205881155,0,No,0
PRV54855,0.4336193537382906,0,No,0
PRV54320,0.4336111964775857,0,No,0
PRV57448,0.4335311259493972,0,No,0
PRV53066,0.4334698949358557,0,No,0
PRV54068,0.4334553340814176,0,No,0
PRV55423,0.4334545629991065,0,No,0
PRV54598,0.4334323455185606,0,No,0
PRV54699,0.4334320883496034,0,No,0
PRV55357,0.4333216540492556,0,No,0
PRV51759,0.4333088356811785,0,No,0
PRV53859,0.4332930839179898,0,No,0
PRV56932,0.4331847111712232,0,No,0
PRV56530,0.4331721215401122,0,No,0
PRV53232,0.4331524129373603,0,No,0
PRV52879,0.433129394139066,0,No,0
PRV55512,0.4330877503718636,0,No,0
PRV57691,0.4330450734651269,0,No,0
PRV56146,0.4330368541184157,0,No,0
PRV51664,0.433024781510159,0,No,0
PRV57202,0.4329094197586036,0,No,0
